age,gender,musicLessonConfidence,musicNotationConfidence,blockBasedConfidence,computerConfidence,musicSoftwareConfidence,extraPressureRecorded,parentInRoom,noteEdit,navigate,playback,building,paramChange,pleasure,clearGoals,focusedAttention,clearCutFeedback,engagement
9,Male,2,1,4,5,4,2,1,0.0,0.8,0.0,0.2,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.1176470588235294,0.1764705882352941,0.0,0.7058823529411765,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.0,0.0,0.0,0.625,0.375,False,False,True,False,Engagement
9,Male,2,1,4,5,4,2,1,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.0,False,False,True,False,Engagement
9,Male,2,1,4,5,4,2,1,1.0,0.0,0.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.9333333333333332,0.0666666666666666,0.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.8666666666666667,0.1333333333333333,0.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.65,0.05,0.0,0.3,0.0,False,False,True,False,Engagement
9,Male,2,1,4,5,4,2,1,0.0,1.0,0.0,0.0,0.0,False,False,True,False,Engagement
9,Male,2,1,4,5,4,2,1,0.0,1.0,0.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,0.8,0.2,0.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,2,1,4,5,4,2,1,1.0,0.0,0.0,0.0,0.0,False,True,False,False,Engagement
9,Male,2,1,4,5,4,2,1,0.0,0.0,1.0,0.0,0.0,True,False,False,False,Engagement
9,Male,2,1,4,5,4,2,1,0.0,0.0,1.0,0.0,0.0,True,False,False,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.3529411764705882,0.0,0.0,0.4117647058823529,0.2352941176470588,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.2307692307692307,0.0,0.1538461538461538,0.3076923076923077,0.3076923076923077,True,False,False,False,Engagement
10,Female,4,1,5,4,4,1,1,0.35,0.0,0.05,0.6,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,False,False,True,False,Engagement
10,Female,4,1,5,4,4,1,1,0.2941176470588235,0.0,0.1176470588235294,0.0,0.5882352941176471,False,False,True,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.12,0.0,0.88,False,False,False,True,Engagement
10,Female,4,1,5,4,4,1,1,0.6153846153846154,0.0769230769230769,0.0769230769230769,0.0,0.2307692307692307,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0769230769230769,0.0,0.8461538461538461,0.0769230769230769,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.35,0.0,0.0,0.3,0.35,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.5,0.0,0.5,0.0,0.0,True,False,False,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.2,0.0,0.8,0.0,True,False,False,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.2105263157894736,0.0,0.2105263157894736,0.0,0.5789473684210527,False,True,True,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0689655172413793,0.0,0.9310344827586208,False,False,True,True,Engagement
10,Female,4,1,5,4,4,1,1,0.34375,0.0,0.0,0.0,0.65625,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.125,0.875,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.05,0.0,0.95,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.2,0.8,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0833333333333333,0.0,0.1666666666666666,0.75,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.4074074074074074,0.0,0.074074074074074,0.0,0.5185185185185185,False,False,True,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,1.0,0.0,0.0,True,False,True,False,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.1666666666666666,0.0,0.8333333333333334,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.3571428571428571,0.0,0.0,0.6428571428571429,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.5,0.0416666666666666,0.0,0.4583333333333333,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.75,0.0,0.25,0.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.125,0.875,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,1.0,0.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,0.0,1.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,0.0,1.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,0.1607142857142857,0.8392857142857143,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,True,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.2,0.8,0.0,False,False,False,True,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,1.0,0.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,1.0,0.0,0.0,0.0,0.0,True,True,False,False,Engagement
10,Female,4,1,5,4,4,1,1,1.0,0.0,0.0,0.0,0.0,True,True,False,True,Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,0.0,1.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,1.0,0.0,0.0,False,False,False,False,No Engagement
10,Female,4,1,5,4,4,1,1,0.0,0.0,1.0,0.0,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.8333333333333334,0.0,0.1666666666666666,0.0,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.4,0.0,0.4,0.2,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.3846153846153846,0.0769230769230769,0.0,0.5384615384615384,0.0,False,False,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.8,0.0,0.2,0.0,0.0,False,False,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.375,0.0,0.25,0.375,0.0,False,False,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,False,False,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1739130434782608,0.5217391304347826,0.0869565217391304,0.217391304347826,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.2666666666666666,0.6,0.0,0.1333333333333333,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.238095238095238,0.7619047619047619,0.0,0.0,0.0,False,True,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1320754716981132,0.8679245283018868,0.0,0.0,0.0,False,True,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1263157894736842,0.8736842105263158,0.0,0.0,0.0,False,True,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1428571428571428,0.8571428571428571,0.0,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.5,0.3333333333333333,0.1666666666666666,0.0,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.0,0.25,0.75,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.0,0.0625,0.40625,0.53125,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.0,0.1739130434782608,0.0,0.8260869565217391,True,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.2727272727272727,0.0909090909090909,0.0,0.6363636363636364,0.0,False,False,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.5384615384615384,0.4615384615384615,0.0,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,1.0,0.0,0.0,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.75,0.0833333333333333,0.1666666666666666,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.1851851851851851,0.5925925925925926,0.0,0.2222222222222222,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.2125,0.7875,0.0,0.0,0.0,False,True,True,False,Engagement
9,Male,5,5,4,5,1,1,1,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.1428571428571428,0.1428571428571428,0.7142857142857143,0.0,True,False,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.0,1.0,0.0,0.0,False,True,False,False,Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.5,0.5,0.0,0.0,False,False,False,False,No Engagement
9,Male,5,5,4,5,1,1,1,0.0,0.5,0.5,0.0,0.0,False,False,False,False,No Engagement
11,Male,3,4,5,5,0,3,2,0.0,0.3636363636363636,0.0,0.6363636363636364,0.0,False,False,False,False,No Engagement
11,Male,3,4,5,5,0,3,2,0.6363636363636364,0.0,0.0,0.3636363636363636,0.0,False,False,False,False,No Engagement
11,Male,3,4,5,5,0,3,2,0.625,0.0,0.125,0.25,0.0,False,False,True,False,Engagement
11,Male,3,4,5,5,0,3,2,0.8333333333333334,0.0,0.1666666666666666,0.0,0.0,False,False,True,False,Engagement
11,Male,3,4,5,5,0,3,2,0.5384615384615384,0.0,0.1538461538461538,0.3076923076923077,0.0,False,False,False,False,No Engagement
